17;119065241RR0001;L'OEUVRE DU FRERE ANDRE-BROTHER ANDRE FOUNDATION;2012-12-31;Annexe 6;52530926;249
18;118923374RR0001;FONDATION INTERNATIONALE RONCALLI / RONCALLI INTERNATIONAL FOUNDATION;2012-12-31;Annexe 6;51619392;170
19;887484350RR0001;CENTRE JEUNESSE DE LA MONTEREGIE;2013-03-31;Annexe 6;49206535;889
20;883429961RR0001;FONDATION DU CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL;2013-03-31;Annexe 6;49184137;841
21;865878953RR0001;LE FONDS DE DOTATION DE LES GRANDS BALLETS CANADIENS/THE ENDOWMENT FUND OF LES GRANDS BALLETS CANADIENS;2013-03-31;Annexe 6;42535096;730
22;107391757RR0001;FONDATION DE L'HÔPITAL MAISONNEUVE-ROSEMONT;2012-12-31;Annexe 6;41465323;63
23;118924158RR0001;FONDATION HEC MONTRÉAL;2012-12-31;Annexe 6;41164833;178
24;882081987RR0001;FONDATION DE L'ORCHESTRE SYMPHONIQUE DE MONTRÉAL;2012-08-31;Annexe 6;40618843;836
25;897302964RR0001;FONDATION DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE INC.;2013-03-31;Annexe 6;36742662;1116
26;118810787RR0001;BISHOP'S UNIVERSITY FOUNDATION;2013-06-30;Annexe 6;34489877;78
27;118921584RR0001;FONDATION DE L'HÔPITAL DU SACRÉ-COEUR DE MONTRÉAL / MONTRÉAL SACRÉ-COEUR HOSPITAL FOUNDATION;2012-12-31;Annexe 6;32052557;125
28;118920909RR0001;FONDATION CENTRAIDE DU GRAND MONTRÉAL;2013-03-31;Annexe 6;30725124;106
29;118921808RR0001;FONDATION DE L'UNIVERSITE DU QUÉBEC A MONTRÉAL;2013-04-30;Annexe 6;30004913;133
30;138416268RR0001;FONDATION DU MUSÉE DES BEAUX-ARTS DE MONTRÉAL;2013-03-31;Annexe 6;29552491;383
31;131908741RR0001;CENTRE DE SANTE ET DE SERVICES SOCIAUX DE VAUDREUIL-SOULANGES;2013-03-31;Annexe 6;29090708;335
32;133840629RR0001;THE JEFFERY HALE FOUNDATION - LA FONDATION JEFFERY HALE;2012-12-31;Annexe 6;27839956;360
33;823328554RR0001;Fondation Mab-Mackay Mab-Mackay Foundation;2013-03-31;Annexe 6;25427157;505
34;141013680RR0001;SHRINERS HOSPITALS FOR CHILDREN;2012-12-31;Annexe 6;25426772;406
35;132644006RR0001;FONDATION COMMUNAUTAIRE DU GRAND QUÉBEC;2012-12-31;Annexe 6;25059773;351
36;119153229RR0001;SOCIÉTÉ DE RECHERCHE SUR LE CANCER / CANCER RESEARCH SOCIETY;2013-08-31;Annexe 6;24105134;260
37;891052094RR0001;BRAIN CANADA FOUNDATION / FONDATION BRAIN CANADA;2012-12-31;Annexe 6;23608700;1009
38;118922103RR0001;FONDATION GRACE DART/GRACE DART FOUNDATION;2013-03-31;Annexe 6;22693768;139
39;140684325RR0001;LA FONDATION DU CANCER DU SEIN DU QUEBEC/QUEBEC BREAST CANCER FOUNDATION;2013-03-31;Annexe 6;22624184;398
40;101835502RR0001;FONDATION DE POLYTECHNIQUE;2013-04-30;Annexe 6;20384635;11
41;831582929RR0001;THE TENAQUIP FOUNDATION/LA FONDATION TENAQUIP;2012-12-31;Annexe 6;20352854;559
42;119001725RR0002;FONDATION DE L'UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES;2013-04-30;Annexe 6;19404115;237
43;891840647RR0001;BISHOPS COLLEGE SCHOOL FOUNDATION;2013-06-30;Annexe 6;19232127;1040
44;131903874RR0001;FONDATION CHARLES-BRUNEAU;2013-06-30;Annexe 6;18159295;334
45;893052241RR0001;L'OEUVRE DE ROSALIE CADRON-JETTE;2012-12-31;Annexe 6;18142209;1078
46;107588352RR0001;LA FONDATION BERTHIAUME DU TREMBLAY;2013-03-31;Annexe 6;16609236;68
47;126479674RR0001;B D H COMMUNITY FOUNDATION;2013-03-31;Annexe 6;15462458;302
48;132286808RR0001;CENTRAIDE QUÉBEC ET CHAUDIÈRE-APPALACHES;2012-12-31;Annexe 6;15093698;346
49;127186690RR0001;OPERATION ENFANT SOLEIL;2012-08-30;Annexe 6;14531138;304
50;107588477RR0001;Fondation santé Gatineau;2013-03-31;Annexe 6;14403792;70
51;809210800RR0001;FONDS GB - GB FUNDS;2012-12-31;Annexe 6;14327498;464
52;118922830RR0001;FONDATION EMILIE JAURON;2012-12-31;Annexe 6;14248359;156
53;118929041RR0001;FONDATION DE L'INSTITUT DE RECHERCHES CLINIQUES DE MONTREAL;2013-03-31;Annexe 6;14120574;205
54;118922640RR0001;MAIMONIDES HOSPITAL FOUNDATION;2013-03-31;Annexe 6;13514154;154
55;119189108RR0001;FONDATION DE L'HOPITAL ST. MARY'S / ST. MARY'S HOSPITAL FOU NDATION;2013-03-31;Annexe 6;13407969;262
56;804213759RR0001;BenefAction Foundation;2012-12-31;Annexe 6;13348076;442
57;118921824RR0001;FONDATION DE L'UNIVERSITÉ DU QUÉBEC EN ABITIBI-TÉMISCAMINGUE INC.;2013-04-30;Annexe 6;13188718;135
58;102933827RR0001;FONDATION CITÉ DE LA SANTÉ;2013-03-31;Annexe 6;13176724;34
59;136358397RR0001;THE MCCORD MUSEUM FOUNDATION/ LA FONDATION DU MUSÉE MCCORD;2013-03-31;Annexe 6;13156299;370
60;131347197RR0001;FONDATION SAINT-PATRICK DE MONTREAL/MONTREAL ST. PATRICK'S FOUNDATION;2013-03-31;Annexe 6;12970126;327
61;118923242RR0001;FONDATION DE L'INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC;2012-12-31;Annexe 6;12595926;165
62;118922160RR0001;FONDATION DES PETITS FRÈRES DES PAUVRES;2013-03-31;Annexe 6;11506496;141
63;868433947RR0001;FONDATION DU CENTRE UNIVERSITAIRE DE SANTÉ MCGILL/MCGILL UNIVERSITY HEALTH CENTRE FOUNDATION;2013-03-31;Annexe 6;11256450;758
64;119772440RR0001;THE VERITAS FUND - LE FOND VERITAS;2013-06-30;Annexe 6;11015478;271
65;862072006RR0001;FINANCE AND EXTENSION BOARD OF THE MONTREAL PRESBYTERY, UNITED CHURCH OF CANADA;2012-12-31;Annexe 6;10948851;707
66;102934213RR0001;LA FONDATION MGR JEAN-MARIE FORTIER INC.;2012-12-31;Annexe 6;9969740;41
67;103372504RR0001;L'OEUVRE DES SAINTS-APOTRES;2012-12-31;Annexe 6;9929190;43
68;101469609RR0001;FONDATION DE L'INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DOUGLAS / DOUGLAS MENTAL HEALTH UNIVERSITY INSTITUTE FOUNDATION;2013-03-31;Annexe 6;9861164;1
69;118923689RR0001;FONDATION JULES ET PAUL-EMILE LEGER/JULES AND PAUL-EMILE LEGER FOUNDATION;2012-12-31;Annexe 6;9476058;173
70;837525948RR0001;LA FONDATION DE LA MAISON DU PÈRE;2013-08-31;Annexe 6;9465462;585
71;118923234RR0001;Fondation du CHU de Québec;2013-03-31;Annexe 6;9462892;164
72;118922566RR0001;FONDATION DU COLLEGE UNIVERSITAIRE DOMINICAIN DOMINICAN UNIVERSITY COLLEGE FOUNDATION;2013-04-30;Annexe 6;9374631;151
73;101835007RR0001;FONDATION UNIVERSITAIRE ARMAND-FRAPPIER DE L'INRS;2013-04-30;Annexe 6;9281585;2
74;118988310RR0001;LA FONDATION COMMUNAUTAIRE DE LACHINE/THE LACHINE COMMUNITY FOUNDATION;2012-12-31;Annexe 6;9257117;214
75;881372726RR0001;FONDATION COMMUNAUTAIRE GASPÉSIE-LES ILES;2013-03-31;Annexe 6;9159028;834
76;891149783RR0001;THE LOWER CANADA COLLEGE FOUNDATION/LA FONDATION LOWER CANADA COLLEGE;2013-06-30;Annexe 6;9101981;1012
77;144875945RR0001;FONDATION DE LA FAUNE DU QUEBEC;2013-03-31;Annexe 6;9004663;426
78;105202501RR0001;The Cedars Cancer Institute at the McGill University Health Centre / L'Institut des çèdres contre le cancer au centre universitaire de santé McGill;2013-03-31;Annexe 6;8970103;48
79;888743267RR0001;Y M - Y W H A FOUNDATION;2012-12-31;Annexe 6;8938954;922
80;892013608RR0001;OLD BREWERY MISSION FOUNDATION;2013-03-31;Annexe 6;8795145;1047
81;894083658RR0001;FONDATION DE LA MAISON MICHEL SARRAZIN;2013-03-31;Annexe 6;8441021;1093
82;107391807RR0001;FONDATION JEUNESSES MUSICALES DU CANADA YOUTH AND MUSIC CANADA FOUNDATION;2013-06-30;Annexe 6;8383784;64
83;118922442RR0001;FONDATION CENTRE HOSPITALIER BEAUCE-ETCHEMIN;2013-03-31;Annexe 6;8083788;149
84;886299593RR0001;T.R.E.E. FOUNDATION FOR TRAINING AND DEVELOPMENT / FONDATIONPOUR LA FORMATION ET LE DÉVELOPPEMENT T.R.E.E.;2013-03-31;Annexe 6;8007218;866
85;119113348RR0001;RED & WHITE EDUCATIONAL FOUNDATION / LA FONDATION COLLEGIALE ROUGE ET BLANC;2013-06-30;Annexe 6;7916678;252
86;127265122RR0001;FONDATION ANNA-LABERGE / ANNA-LABERGE FOUNDATION;2013-03-31;Annexe 6;7915616;306
87;118925247RR0001;Fondation Sainte-Croix / Heriot;2012-12-31;Annexe 6;7835577;195
88;137003927RR0001;LA FONDATION DU PATRIMOINE JEAN-DE-BREBEUF;2012-12-31;Annexe 6;7830146;376
89;102728177RR0001;J.R.H. FOUNDATION - FONDATION J.R.H.;2012-12-31;Annexe 6;7788025;31
90;118921410RR0001;FONDATION DE LAUBERIVIERE;2012-12-31;Annexe 6;7701387;119
91;828119826RR0001;Fiducie du Patrimoine culturel des Augustines;2012-12-31;Annexe 6;7684109;526
92;132154899RR0001;FONDATION DE L'UNIVERSITÉ DU QUÉBEC À RIMOUSKI INC.;2012-12-31;Annexe 6;7622474;342
93;101837367RR0001;FONDATION YVON LAMARRE;2012-12-31;Annexe 6;7548171;27
94;103402186RR0001;LOYOLA HIGH SCHOOL FOUNDATION/LA FONDATION ECOLE SECONDAIRE LOYOLA;2013-06-30;Annexe 6;7540939;44
95;118926617RR0001;FONDATION SCOUTE LA CORDEE;2012-10-15;Annexe 6;7484287;204
96;131856973RR0001;COMITE ENTRAIDE - SECTEURS PUBLIC ET PARAPUBLIC;2012-12-31;Annexe 6;7445583;332
97;119001576RR0001;LA FONDATION DE MA VIE;2012-12-31;Annexe 6;7292874;236
98;133327445RR0001;FONDATION DU CENTRE RÉGIONALE DE SANTÉ ET DE SERVICES SOCIAUX RIMOUSKI INC.;2013-06-30;Annexe 6;7078511;356
99;129471546RR0001;CITADEL FOUNDATION / FONDATION CITADEL;2012-12-31;Annexe 6;7034680;314
100;118921816RR0001;FONDATION DE L'UNIVERSITÉ DU QUÉBEC EN OUTAOUAIS;2013-05-31;Annexe 6;7024392;134
101;888656857RR0001;FONDATION DU CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE HORACE-BOIVIN;2013-03-31;Annexe 6;6826587;917
102;119001808RR0001;LA FONDATION E.C.S. ECS FOUNDATION INC.;2013-06-30;Annexe 6;6734820;239
103;890776545RR0001;Fondation des évêques catholiques du Québec;2013-07-31;Annexe 6;6600865;992
104;891075749RR0001;LA FONDATION DU FOYER WALES/THE WALES HOME FOUNDATION;2013-03-31;Annexe 6;6579748;1010
105;118920933RR0001;FONDATION REGIONALE POUR LA SANTÉ DE TROIS-RIVIÈRES (RSTR);2013-03-31;Annexe 6;6360213;107
106;140532813RR0001;MISSION CHEZ-NOUS;2012-12-31;Annexe 6;6330473;396
107;118829050RR0001;CANADIAN IRISH STUDIES FOUNDATION - FONDATION CANADIENNE D'ETUDES IRLANDAISES;2012-12-31;Annexe 6;6277823;79
108;118922889RR0001;Fondation E.P.I.C.;2013-06-30;Annexe 6;6236288;157
109;118922418RR0001;FONDATION DU CENTRE HOSPITALIER DE GRANBY INC.;2013-06-30;Annexe 6;6195632;147
110;132021668RR0001;LAKESHORE GENERAL HOSPITAL FOUNDATION,;2013-03-31;Annexe 6;6193996;339
111;118924497RR0001;Fondation Père Raymond-Bernier, s. v.;2012-12-31;Annexe 6;6124652;183
112;120588611RR0001;FONDATION CATHERINE DE LONGPRE;2013-03-31;Annexe 6;6114195;276
113;118923317RR0001;FONDATION HÔTEL-DIEU DE LÉVIS;2013-01-31;Annexe 6;6059781;168
114;132867078RR0001;FONDATION HOTEL DIEU DE ST-JEROME INC;2012-12-31;Annexe 6;5723219;354
115;132589433RR0001;FONDATION DES AMIS DU SÉMINAIRE DE TROIS-RIVIÈRES;2012-12-31;Annexe 6;5540030;349
116;141307322RR0001;CORPORATION DE SERVICES SAINT-VALLIER;2013-03-31;Annexe 6;5507359;412
117;101835163RR0001;FONDATION POUR LA SANTÉ DU NORD DE LANAUDIÈRE;2012-12-31;Annexe 6;5483697;6
118;132927757RR0001;FONDATION DE L'HÔPITAL DU SUROÎT;2013-06-30;Annexe 6;5423078;355
119;118921113RR0001;FONDATION COLLÈGE DE MONTRÉAL;2012-12-31;Annexe 6;5416555;111
120;860061274RR0001;CUMMINGS JEWISH CENTRE FOR SENIORS FOUNDATION/FONDATION CENTRE JUIF CUMMINGS POUR AINES;2013-03-31;Annexe 6;5411378;689
121;895280477RR0001;BROME-MISSISQUOI-PERKINS HOSPITAL FOUNDATION/FONDATION DE L'HOPITAL BROME-MISSISQUOI-PERKINS;2013-03-31;Annexe 6;5344432;1107
122;118924190RR0001;FONDATION MGR. HENRI BELLEAU / MGR. HENRI BELLEAU FOUNDATION;2012-12-31;Annexe 6;5330262;179
123;124472150RR0001;FONDATION MARIE-JEUNESSE INC.;2013-06-30;Annexe 6;5240444;295
124;832932081RR0001;Fondation Joly-Messier / Joly-Messier Foundation;2013-04-30;Annexe 6;5175174;564
125;118866383RR0001;CN EMPLOYEES' AND PENSIONERS' COMMUNITY FUND;2012-12-31;Annexe 6;5172849;93
126;119001790RR0001;Fondation des YMCA du Québec / YMCAS of Québec Foundation;2012-12-31;Annexe 6;5041859;238
127;101837318RR0001;FONDATION UNIVERSITE DU QUEBEC;2013-04-30;Annexe 6;4989671;25
128;106885270RR0001;CENTRAIDE LAURENTIDES;2012-12-31;Annexe 6;4986056;53
129;138647003RR0001;Fondation Bon Départ de Canadian Tire du Québec inc.;2013-03-31;Annexe 6;4950782;384
130;892425364RR0001;JEWISH HOSPITAL OF HOPE ELDERCARE FOUNDATION;2013-03-31;Annexe 6;4898785;1058
131;105252845RR0001;The Study School Foundation;2013-06-30;Annexe 6;4869811;50
132;118922616RR0001;FONDATION DU GRAND SÉMINAIRE DE MONTRÉAL/FOUNDATION OF THE GRAND SEMINARY OF MONTREAL;2011-12-31;Annexe 6;4858394;153
133;118842459RR0001;CENTRAIDE OUTAOUAIS;2013-03-31;Annexe 6;4837577;87
134;895953602RR0001;SCJ CANADA FOUNDATION;2012-12-31;Annexe 6;4826598;1110
135;875155426RR0001;FIDUCIE AUTHIER, HARKINS ET METRAS;2012-12-31;Annexe 6;4786973;803
136;862444908RR0001;LA FONDATION DE LA RESIDENCE DE SOINS PALLIATIFS DE L'OUEST DE L'ILE INC/WEST ISLAND PALLIATIVE CARE RESIDENCE FOUNDATION INC;2013-03-31;Annexe 6;4764113;711
137;868967928RR0001;"""IVONIS MAZZAROLO FOUNDATION""";2012-12-31;Annexe 6;4751696;765
138;892388950RR0001;FONDATION DE L'ECOLE NATIONALE DE CIRQUE /THE NATIONAL CIRCUS SCHOOL FOUNDATION;2013-06-30;Annexe 6;4714080;1056
139;871078309RR0001;FONDATION DE L'OPÉRA DE MONTRÉAL;2013-08-31;Annexe 6;4651874;781
140;891605248RR0001;FONDATION CITÉ-JOIE;2013-03-31;Annexe 6;4519525;1034
141;119128924RR0001;LA FONDATION DE L'INSTITUT THORACIQUE DE MONTRÉAL - THE MONTRÉAL CHEST INSTITUTE FOUNDATION;2013-03-31;Annexe 6;4369165;255
142;119000735RR0001;FONDATION DIOCESAINE L'ASSOMPTION (MONTRÉAL);2013-05-31;Annexe 6;4365499;221
143;888380722RR0001;FONDATION DU CENTRE DES SCIENCES DE MONTREAL/MONTREAL SCIENCE CENTRE FOUNDATION;2012-12-31;Annexe 6;4353714;911
144;118868801RR0001;COMITE AU CANADA DE LA MAISON DES ETUDIANTS CANADIENS A PARIS;2013-06-30;Annexe 6;4332973;94
145;890614910RR0001;LES AMIS DE JEANNE-MANCE;2013-06-30;Annexe 6;4316778;985
146;119229797RR0001;THE DIABETIC CHILDREN'S FOUNDATION-LA FONDATION POUR ENFANT DIABETIQUES;2012-09-30;Annexe 6;4200146;264
147;133661637RR0001;Fondation hôpital Pierre-Boucher;2012-12-31;Annexe 6;4133693;358
148;890212178RR0001;LINDSAY MEMORIAL FOUNDATION;2012-12-31;Annexe 6;4036407;975
149;118921345RR0001;FONDATION DU COLLÈGE REGINA ASSUMPTA;2012-12-31;Annexe 6;3913495;117
150;118924224RR0001;FONDATION VITAE - VITAE FOUNDATION;2012-12-31;Annexe 6;3839754;180
151;890133176RR0001;FONDATION DU MUSEE D'ARCHEOLOGIE ET D'HISTOIRE DE MONTREAL POINTE-A-CALLIERE;2012-12-31;Annexe 6;3766277;972
152;835903543RR0001;FONDATION SOINS SANTE OPTIMAL/OPTIMAL HEALTH CARE FOUNDATION;2012-12-31;Section D;3765481;579
153;862334125RR0001;FONDATION DU CLUB DE HOCKEY CANADIEN POUR L'ENFANCE/THE MONTREAL CANADIENS CHILDREN'S FOUNDATION;2013-06-30;Annexe 6;3725748;710
154;118841915RR0001;CEDARS HOME FOR ELDERLY PEOPLE FOUNDATION;2013-03-31;Annexe 6;3708528;84
155;892683079RR0001;FONDATION DU CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU SUD DE LANAUDIÈRE;2012-12-31;Annexe 6;3651819;1068
156;132226432RR0001;FONDATION DU CENTRE HOSPITALIER PIERRE-JANET;2012-12-31;Annexe 6;3636419;344
157;846414274RR0001;FONDATION PASTORALE DU DIOCÈSE DE NICOLET INC.;2012-12-31;Annexe 6;3593911;620
158;866073133RR0001;Clubs des petits déjeuners du Canada - Breakfast Clubs of Canada;2013-06-30;Annexe 6;3592799;737
159;871986709RR0001;FONDATION ABITIBI CONSOLIDATED - MANICOUAGAN;2012-12-31;Annexe 6;3552747;787
160;119114783RR0003;FONDATION DE L'INSTITUT DE RÉADAPTATION GINGRAS-LINDSAY -DE-MONTRÉAL;2013-03-31;Annexe 6;3527041;253
161;888076643RR0001;CONSEIL DES ARTS DE MONTREAL;2012-12-31;Annexe 6;3496845;903
162;882538382RR0001;FONDATION JEUNESSE-IN'AFU;2013-08-31;Annexe 6;3492985;838
163;891290967RR0001;ST BRIGIDS HOME FOUNDATION;2012-12-31;Annexe 6;3470516;1021
164;129892675RR0001;ROASTERS FOUNDATION/FONDATION ROASTERS;2012-12-31;Annexe 6;3459259;316
165;101835171RR0001;LA FONDATION DU CENTRE HOSPITALIER ST-JOSEPH DE LA MALBAIE INC.;2013-03-31;Annexe 6;3377377;7
166;850799081RR0001;Fondation Accueil Bonneau / Accueil Bonneau Foundation;2012-12-31;Annexe 6;3350202;641
167;891370660RR0001;FONDATION MAURICE TANGUAY INC.;2012-12-31;Annexe 6;3349285;1022
168;119000842RR0001;LA FONDATION DU CENTRE DE SANTÉ ET SERVICES SOCIAUX DE L'ÉNERGIE;2012-12-31;Annexe 6;3324546;222
169;118834480RR0001;CANADIAN MINING AND METALLURGICAL FOUNDATION;2012-12-31;Annexe 6;3314707;81
170;811321066RR0001;Fondation du petit Séminaire Diocésain de Québec;2012-12-31;Annexe 6;3308984;473
171;101835544RR0001;FONDATION DU MUSÉE D'ART CONTEMPORAIN DE MONTRÉAL;2013-03-31;Annexe 6;3260688;13
172;138697057RR0001;FONDATION RICHELIEU DE JOLIETTE INC.;2012-06-30;Annexe 6;3252010;385
173;897426334RR0001;Fondation Espace pour la vie;2012-12-31;Annexe 6;3244025;1117
174;119001220RR0001;LA FONDATION JEAN DUCEPPE;2013-06-30;Annexe 6;3227413;230
175;828249946RR0001;JARISLOWSKY FRASER DONOR ADVISED FOUNDATION;2012-12-31;Annexe 6;3143371;528
176;118921717RR0001;FONDATION DE L'HÔTEL-DIEU DE MONTMAGNY;2012-12-31;Annexe 6;3121841;130
177;126800432RR0001;FONDATION DU CENTRE DE SANTÉ VALLÉE-DE-LA-GATINEAU (CSVG);2013-03-31;Annexe 6;3115214;303
178;891010472RR0001;FONDATION DU CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA VIEILLE-CAPITALE;2013-03-31;Annexe 6;3110695;1004
179;101836179RR0001;Fonds d'entraide pour les dépendances;2012-03-31;Annexe 6;3094658;18
180;119000529RR0001;Fondation de l'Hôpital de Memphrémagog/Memphremagog HospitalFoundation;2013-03-31;Annexe 6;3089406;219
181;141761155RR0001;Fondation de l'Institut universitaire en santé mentale de Québec;2013-03-31;Annexe 6;3088790;422
182;866072788RR0001;FONDATION HÉMA-QUÉBEC/HÉMA-QUÉBEC FOUNDATION;2013-03-31;Annexe 6;3032995;736
183;135098804RR0001;FONDATION CHARLEROI;2013-03-31;Annexe 6;2963118;365
184;867891145RR0001;LA FONDATION DU SÉMINAIRE DE SHERBROOKE;2011-12-31;Annexe 6;2947249;752
185;891941825RR0001;FONDATION DE LA SOCIETE DES MISSIONNAIRES DES SAINTS-APOTRES;2012-12-31;Annexe 6;2938361;1043
186;118922293RR0001;LA FONDATION DU CÉGEP DE SAINTE-FOY;2013-06-30;Annexe 6;2934643;145
187;129180378RR0001;FONDATION DE L'ORCHESTRE SYMPHONIQUE DE QUEBEC;2013-05-31;Annexe 6;2922369;312
188;107588386RR0001;FONDATION COLLÈGE DE LÉVIS;2012-12-31;Annexe 6;2909638;69
189;101835155RR0001;FONDATION INSTITUT DE GÉRIATRIE DE MONTRÉAL;2012-12-31;Annexe 6;2851391;5
190;119001477RR0001;FONDATION DE L'HÔPITAL DE LACHINE / LACHINE HOSPITAL FOUNDATION;2013-03-31;Annexe 6;2770322;235
191;118922236RR0001;Fondation de la Société de soins palliatifs à domicile/ Palliative Home-Care Society Foundation;2013-02-28;Annexe 6;2717248;143
192;118921634RR0001;FONDATION DE L'HOPITAL LASALLE;2012-12-31;Annexe 6;2716551;126
193;125216408RR0001;FONDATION HOSPITALIÈRE DU CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE ROUYN-NORANDA;2012-12-31;Annexe 6;2672922;300
194;119007789RR0001;LA SOCIETE DUVETNOR LTEE.;2012-10-31;Annexe 6;2671254;240
195;829708403RR0001;Trans Canada Trail Foundation - Sentier Transcanadien Fondation;2013-03-31;Annexe 6;2639972;543
196;889438172RR0001;LA FONDATION MGR LEONCE BOUCHARD INC;2013-03-31;Annexe 6;2603402;949
197;888012069RR0001;FONDATION CAECITAS INC;2013-06-30;Annexe 6;2585618;900
198;870718780RR0001;FONDATION COMMUNAUTAIRE DU SAINT-MAURICE;2012-12-31;Annexe 6;2565702;779
199;101835445RR0001;FONDATION DE L'HÔPITAL ST-EUSTACHE;2012-12-31;Annexe 6;2543476;9
200;101836054RR0001;FONDATION HOSPITALIÈRE D'AMOS INC.;2012-08-31;Annexe 6;2533303;17
201;889643995RR0001;BARRIE MEMORIAL HOSPITAL FOUNDATION;2013-09-30;Annexe 6;2521655;955
202;118924448RR0001;LA FONDATION PAUL GERIN-LAJOIE POUR LA COOPERATION INTERNATIONALE / THE PAUL GERIN-LAJOIE FOUNDATION FOR INTERNATIONAL CO-OPERATION;2013-06-30;Annexe 6;2504230;182
203;889860995RR0001;Fondation les petits trésors;2012-12-31;Annexe 6;2484000;961
204;849210406RR0001;Fondation André Trudeau;2013-07-31;Annexe 6;2459668;632
205;119000248RR0001;LA FONDATION CARITAS-SHERBROOKE INC.;2012-12-31;Annexe 6;2424063;215
206;122127061RR0001;FONDATION ALBATROS INC;2012-12-31;Annexe 6;2412980;289
207;118922939RR0001;FONDATION FÉLIX GOYER;2012-12-31;Annexe 6;2401859;158
208;107391427RR0001;FONDATION ASSELIN DU CÉGEP DE JONQUIÈRE INC.;2012-08-31;Annexe 6;2385415;58
209;870409562RR0001;FONDATION DE L'HOTEL-DIEU DE ST-HYACINTHE;2013-08-31;Annexe 6;2370048;773
210;123345969RR0001;FONDATION GRACIA;2012-12-31;Annexe 6;2360273;290
211;118923143RR0001;Fondation de l'institut universitaire en santé mentale de Montréal;2012-12-31;Annexe 6;2334332;162
212;896541455RR0001;FONDATION VICTOR CLOUTIER INC.;2013-03-31;Annexe 6;2297303;1114
213;137493987RR0001;ENTRAIDE DIABETIQUE DU QUEBEC INC;2013-06-30;Annexe 6;2290665;379
214;118922673RR0001;FONDATION DU MUSÉE LOUIS-HÉMON;2012-12-31;Annexe 6;2271898;155
215;118924091RR0001;FONDATION MARIE-VINCENT;2013-03-30;Annexe 6;2261421;177
216;118922194RR0001;FONDATION DIOCESAINE IGNACE BOURGET (MONTRÉAL);2013-04-30;Annexe 6;2259813;142
217;848130563RR0001;FONDATION DE LA MAISON DESJARDINS DE SOINS PALLIATIFS DU KRTB;2012-12-31;Annexe 6;2253173;627
218;118921725RR0001;FONDATION DU CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DOMAINE-DU-ROY;2012-12-31;Annexe 6;2249495;131
